OBJECTID_12,Cod_Favela,Nome,Cod_Comp,Complexo,UPP,Pop_SABR,Dom_SABR,Fonte,Porte,Bairro,RA,RP,AP,Programa_Urbanizacao_1,Programa_Urbanizacao_2,Programa_Urbanizacao_3,Contagem_Domicílios,Ano_Contagem_Domicílios,PROAP,PROAP_Panoramas,PROAP_MRP,PROAP_Fichas,Grau_Urbanizacao,Urbanizadas_DEC36388_2012,Urbanizáveis_DEC36388_2012,AEIS_Número,AEIS_Data,AEIS_Número_Data,Denominação_AEIS,Observações_AEIS,Validação_AEIS_SMH,Ciclo_Morar_Carioca,Observações_Ciclos,Agrupamento_Número,Agrupamento_Nome,Agrupamento_Número_Nome
2754,371,Restinga,0,Isolada,N,621,195,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1,LC104,27/11/2009,LC104/2009,Restinga,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2755,372,Rua São Tillon,0,Isolada,N,116,41,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,128,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2756,376,Vila dos Crentes,0,Isolada,N,614,204,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
2757,378,Associação Belfast São Geraldo,0,Isolada,N,425,129,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,120,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Belfast - São Geraldo,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2758,379,Falange,2117,Falange,N,1271,373,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,142,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2759,380,Morro do Sossego (RA - Bangu),2117,Falange,N,550,163,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,142,Bangu,Bangu,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2760,381,Nova Kennedy,0,Isolada,Vila Kennedy,3206,923,IBGE - Censo Demográfico 2010,> 500 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2761,382,Saibreira,0,Isolada,N,1641,495,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,142,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,1,0, , , , 
2762,383,Tancredo Neves (RA - Bangu),2117,Falange,N,207,67,IBGE - Censo Demográfico 2010,< 100 domicílios,142,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2763,384,Vila Jurema,0,Isolada,N,793,240,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2764,385,Vila Santa Luzia,0,Isolada,N,268,92,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2765,386,Vila Mangueiral,2131,Vila Mangueiral,N,2226,687,IBGE - Censo Demográfico 2010,> 500 domicílios,144,Campo Grande,Campo Grande,5,1,0,0,0, ,,,, ,1,1,0,"LC72; 5021","27/07/2004,13/05/2009","LC72/2004; 5021/2009",Vila Mangueiral e Comunidade Comari II,A favela é atingida por duas AEIS - Vila Mangueiral (LC72/2004) e Comunidade Comari II (Lei 5021/2009),1,0, , , , 
2766,387,"Estrada dos Bandeirantes, nº 29.192",0,Isolada,N,120,37,IBGE - Censo Demográfico 2010,< 100 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2767,388,A.M. do Rio Bonito,0,Isolada,N,632,196,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0,LC104,27/11/2009,LC104/2009,Rio Bonito,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2768,390,Rio Morto,0,Isolada,N,1198,343,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2769,391,Parque Real,2119,Parque Real,N,1403,408,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2770,392,Travessa Sta Catarina-Vila dos Minerios,2118,Fazenda Coqueiro,N,212,62,IBGE - Censo Demográfico 2010,< 100 domicílios,141,Bangu,Bangu,5,0,6,0,0, ,,,, ,4,0,1, , , , , ,0,2, ,00,Complexo Fazenda Coqueiro,00 - Complexo Fazenda Coqueiro
2771,393,Vila Olímpia,2118,Fazenda Coqueiro,N,491,146,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,141,Bangu,Bangu,5,0,6,0,309,2013,,,, ,4,0,1, , , , , ,0,2, ,00,Complexo Fazenda Coqueiro,00 - Complexo Fazenda Coqueiro
2772,394,Final Feliz,2071,Parque Criança Esperança,N,1193,361,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,107,Anchieta,Pavuna,3,0,0,8,0, ,,,, ,4,0,1,3705,12/12/2003,3705/2003,Final Feliz,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2773,395,Caminho do Padre,2071,Parque Criança Esperança,N,452,128,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2774,399,Vila Maria,0,Isolada,N,726,236,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,50,Inhaúma,Inhaúma,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2775,400,Batuta de Cordovil,0,Isolada,N,674,189,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,46,Vigário Geral,Penha,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2776,401,Chega Mais,2033,Dourados,N,555,131,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,46,Vigário Geral,Penha,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2777,402,Vila Itaocara,0,Isolada,N,222,75,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,56,Inhaúma,Inhaúma,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2778,403,Parque Nova Jerusalém,2075,Bairro da Pedreira,N,795,220,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,1,6,0,0, ,,,, ,3,0,1,4202,17/10/2005,4202/2005,Comunidade Pedreira - Nova Jerusalém,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2779,404,Final Feliz II,0,Isolada,N,1108,313,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2780,405,"Rua Embaú, nº 427",2079,Parque Unidos,N,392,97,IBGE - Censo Demográfico 2010,< 100 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2781,406,Parque Raio de Sol,2071,Parque Criança Esperança,N,1635,402,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,106,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2782,407,Fazenda Velha,2072,Vila São Sebastião,N,483,158,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2783,408,Rua Doutor Fernando,0,Isolada,N,353,103,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, LC72,27/07/2004,LC72/2004,Rua Doutor Fernando, ,1,0, , , , 
2784,409,"Rua Oliveira Bueno, nº 832",2071,Parque Criança Esperança,N,140,43,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2785,410,Beira Rio - Lot. Jardim Bela Vista (RA - Campo Grande),0,Isolada,N,446,117,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,2,0,8,0, ,,,, ,3,0,1,LC72,27/07/2004,LC72/2004,Beira-Rio, ,1,0, , , , 
2786,411,Rua Madagascar,2081,Rua da Escadinha,N,179,56,IBGE - Censo Demográfico 2010,< 100 domicílios,158,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2787,412,Rua da Escadinha,2081,Rua da Escadinha,N,233,69,IBGE - Censo Demográfico 2010,< 100 domicílios,158,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2788,413,Rua do Barro,2081,Rua da Escadinha,N,150,44,IBGE - Censo Demográfico 2010,< 100 domicílios,158,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2789,414,Moquiço (RA - Cidade de Deus),2108,Santa Efigênia,Cidade de Deus,436,116,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,118,Cidade de Deus,Jacarepaguá,4,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2790,415,Jardim Moriçaba,0,Isolada,N,2209,639,IBGE - Censo Demográfico 2010,> 500 domicílios,145,Campo Grande,Campo Grande,5,1,0,0,0, ,,,, ,1,1,0,3122,31/10/2000,3122/2000,Jardim Moriçaba, ,0,0, , , , 
2791,416,Joaquim Magalhães,2127,Marcondes da Luz,N,402,127,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1,LC72,27/07/2004,LC72/2004, Joaquim Magalhães, A AEIS declarada para Joaquim Magalhães abrange também a favela Estrada Duarte Nunes (cod. 994),1,0, , , , 
2792,417,Vila 133,2114,Vila João Lopes,N,213,68,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2793,418,Vila Lélio Boaventura,2114,Vila João Lopes,N,482,150,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2794,419,Morro São Sebastião,2114,Vila João Lopes,N,514,147,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2795,420,Tiqui,2117,Falange,N,249,80,IBGE - Censo Demográfico 2010,< 100 domicílios,142,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1,2450,18/04/1997, 2540/1997, Comunidade Tiquiá, Não consta na Lei 2540/1997 a delimitação da área.,1,0, , , , 
2796,421,Murundú,2119,Parque Real,N,1225,353,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,140,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2797,422,"Rua da Feira, nº 1.220",0,Isolada,N,108,37,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2798,423,Do Larguinho,2110,Nilo,N,525,153,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2799,424,Beco da Usina,0,Isolada,N,646,193,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2800,425,Comandante Luis Souto,2093,Comandante Luis Souto,N,2516,750,IBGE - Censo Demográfico 2010,> 500 domicílios,124,Jacarepaguá,Jacarepaguá,4,0,6,0,2073,2012,,,, ,4,0,1,6016,09/11/2015,6016/2015,Comandante Luis Souto,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,2, ,25,Comte Luis Souto,25 - Comte Luis Souto
2801,426,Chacrinha do Mato Alto,2093,Comandante Luis Souto,N,2409,752,IBGE - Censo Demográfico 2010,> 500 domicílios,124,Jacarepaguá,Jacarepaguá,4,0,6,0,1261,2012,,,, ,4,0,1,6016,09/11/2015,6016/2015,Chacrinha do Mato Alto,A AEIS não abrange toda a área da favela. Parte da favela é atingida pela AEIS vizinha (Comandante Luis Souto - Lei  6016),1,2, ,25,Comte Luis Souto,25 - Comte Luis Souto
2802,427,Chácara Flora,2093,Comandante Luis Souto,N,2859,857,IBGE - Censo Demográfico 2010,> 500 domicílios,124,Jacarepaguá,Jacarepaguá,4,0,6,8,1612,2012,,,, ,3,0,1,6016,09/11/2015,6016/2015,Chácara Flora,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,2, ,25,Comte Luis Souto,25 - Comte Luis Souto
2803,428,Vila Santa Clara,2087,André Rocha,N,1057,347,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Santa Clara e André Rocha,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2804,429,Curicica,2092,Colônia Juliano Moreira,N,126,41,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2805,430,Vila Getúlio Vargas,0,Isolada,N,304,106,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2806,431,Vila Santa Mônica,0,Isolada,N,371,121,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2807,432,Nova Esperança (RA - Jacarepaguá),0,Isolada,N,129,43,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,116,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2808,433,Vila Pitimbu,2102,Vila Pitimbu,N,758,289,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,2540,18/04/1997,2540/1997,Vila Pitimbu,A Lei de AEIS não apresenta descrição de limites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2809,434,Comunidade São Francisco de Assis,0,Isolada,N,1698,587,IBGE - Censo Demográfico 2010,> 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2810,435,Fazenda Mato Alto,2095,Fazenda Mato Alto,N,2955,855,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,124,Jacarepaguá,Jacarepaguá,4,1,6,0,1732,2015,,,, ,3,0,1,2616,16/01/1998,2616/1998,Vila Albano,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN. Vila Albano é nome alternativo para a favela Fazenda Mato Alto",1,2, ,24,Fazenda Mato Alto,24 - Fazenda Mato Alto
2811,436,Vila São Pedro,0,Isolada,Manguinhos,1003,330,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,40,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2812,437,Comunidade Estação da Mangueira (Amcema),0,Isolada,N,1723,572,IBGE - Censo Demográfico 2010,> 500 domicílios,57,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2813,438,André Cavalcanti,0,Isolada,N,153,55,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2814,439,Ladeira Santa Isabel,0,Isolada,N,32,12,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2815,440,Fazenda Catete,0,Isolada,N,515,174,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,14,Santa Teresa,Centro,1,7,6,0,248,2012,,,, ,3,0,1, , , , , ,0,2, ,03,Vila Paraíso,03 - Vila Paraíso
2816,441,Rua São João,2083,Jacarezinho,Jacarezinho,887,266,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,155,Jacarezinho,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2817,442,Tancredo Neves (RA - Jacarezinho),2083,Jacarezinho,Jacarezinho,988,308,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,155,Jacarezinho,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2818,444,Mourão Filho,2084,Complexo do Alemão,Nova Brasília,1336,443,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,156,Complexo do Alemão,Inhaúma,3,12,0,0,0, ,,,, ,4,0,1,4453,27/12/2006,4453/2006,Complexo do Alemão,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2819,445,Ruth Ferreira,0,Isolada,N,134,37,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,41,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2820,447,Parque Bom Menino,2049,Parque Bom Menino,N,782,249,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,76,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2821,448,Parque Jardim Metrô de Irajá,2049,Parque Bom Menino,N,675,214,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,76,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2822,449,Magno Martins,2062,Bela Vista da Pichuna,N,301,108,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,98,Ilha do Governador,Ilha do Governador,3,1,0,0,0, ,,,, ,3,0,1,2811,15/06/1999,2811/1999,Bela Vista da Pixuna,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2823,450,Estrada da Saudade,2116,Alto Kennedy,Vila Kennedy,858,281,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2824,451,Vila Joaniza,2067,Vila Joaniza,N,11999,3816,IBGE - Censo Demográfico 2010,> 500 domicílios,104,Ilha do Governador,Ilha do Governador,3,0,6,0,4408, ,,,, ,1,0,1,3868,02/12/2004,3868/2004,Vila Joaniza,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2825,452,"Rua Budapeste, nº 66",2066,"Rua Budapeste, nº 66",N,657,229,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,98,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2826,453,Maestro Arturo Toscanini,2063,Conjunto Residencial dos Servidores,N,185,58,IBGE - Censo Demográfico 2010,< 100 domicílios,101,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2827,454,Luiz Marcelino,2013,Unidos de Santa Tereza,Fallet / Fogueteiro - Coroa,254,84,IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,6,0,40,2012,,,, ,4,0,1, , , , , ,0,2, ,03,Vila Paraíso,03 - Vila Paraíso
2828,455,Caeté,0,Isolada,N,124,47,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0,LC104,27/11/2009,LC104/2009,Caeté,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2829,457,Vila Amizade,2105,Canal das Tachas,N,1424,453,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,8,0, ,,,, ,3,0,1,5759,16/06/2014,5759/2014,Vila Amizade / Canal das Taxas,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2830,458,Santa Luzia,0,Isolada,N,932,256,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,130,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0,LC104,27/11/2009,LC104/2009,Santa Luzia,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2831,459,A.M. e Amigos do Fontela,0,Isolada,N,1652,500,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1,LC104,27/11/2009,LC104/2009,Amigos do Fontella,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2832,460,Vila Autódromo,0,Isolada,N,1252,356,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,128,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0,LC74,14/01/2005,LC74/2005,Comunidade da Vila Autódromo,A AEIS abrange apenas parcialmente a área da favela.,1,0, , , , 
2833,464,Asa Branca,2089,Asa Branca,N,3295,1069,IBGE - Censo Demográfico 2010,> 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2834,465,Abadianas,2089,Asa Branca,N,957,312,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2835,466,Santa Maura,0,Isolada,N,556,181,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,2540,18/04/1997,2540/1997,"Vila Santa Maura, s/nº",A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2836,467,Virgolândia,2102,Vila Pitimbu,N,318,109,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2837,468,Vila Calmete,2103,Vila União da Curicica,N,445,151,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2838,469,Vila União da Curicica,2103,Vila União da Curicica,N,1526,463,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,119,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,7,0,1, , , , , ,0,0, , , , 
2839,470,Santa Anastácia,0,Isolada,N,1640,473,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2840,471,Santa Efigênia,2108,Santa Efigênia,Cidade de Deus,1503,458,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,118,Cidade de Deus,Jacarepaguá,4,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2841,472,André Rocha,2087,André Rocha,N,879,287,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Santa Clara e André Rocha,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2842,473,Vilar São Sebastião,0,Isolada,N,219,70,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Vilar São Sebastião,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2843,474,Alto Bela Vista,0,Isolada,N,1485,455,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Bela Vista,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2844,475,Vila Clarim,0,Isolada,N,251,71,IBGE - Censo Demográfico 2010,< 100 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Vila Clarim,O polígono de AEIS é ligeiramente diferente do limite da favela estabelecido pelo SABREN.,1,0, , , , 
2845,476,A.M. e Comunidade Nª. Sª. de Fátima,2100,Shangrilá,N,854,275,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Rua Tancredo Neves,O polígono de AEIS é ligeiramente diferente do limite da favela estabelecido pelo SABREN.,1,0, , , , 
